;0;3
0;rec507_20140228_13.28.10.csv;42.4228669000092
6;rec034_20090714_09.21.49.csv;70.9770854158638
7;rec037_20090722_12.18.39.csv;73.8592119165931
8;rec045_20091028_09.26.08.csv;99.5417095969529
10;rec057_20091229_09.20.33.csv;68.1901553546514
11;rec072_20100601_10.08.12.csv;48.5923333578717
15;rec093_20100623_09.31.05.csv;52.9386659773559
16;rec107_20140303_12.26.48.csv;81.9283363863855
17;rec107_20140303_12.31.58.csv;68.3645219393179
18;rec107_20140303_12.49.58.csv;55.3149421129327
19;rec115_20140411_12.38.25.csv;66.4767365279979
21;rec119_20140417_09.18.33.csv;68.0852471287106
22;rec121_20140423_10.55.21.csv;52.0002016287525
23;rec121_20140423_11.00.31.csv;60.3807502177084
24;rec122_20140423_15.36.48.csv;68.3718572491918
25;rec122_20140423_15.41.58.csv;73.80747311409
26;rec122_20140423_15.52.18.csv;80.279171165453
27;rec123_20140428_11.28.43.csv;65.0468367193568
28;rec123_20140428_11.49.23.csv;71.3279012619805
29;rec123_20140428_12.20.23.csv;72.5507211506496
30;rec123_20140428_12.25.33.csv;65.7903009027112
31;rec124_20140428_12.54.36.csv;72.2090797639899
32;rec124_20140428_13.04.56.csv;70.027835646919
33;rec126_20140430_12.20.27.csv;72.038067348495
34;rec126_20140430_12.41.07.csv;72.7670854720264
35;rec130_20140513_12.19.45.csv;71.6390046676247
36;rec130_20140513_12.35.15.csv;55.6769386214515
37;rec130_20140513_12.40.25.csv;72.0836962128655
38;rec132_20140520_12.00.39.csv;72.6267374860555
39;rec133_20140526_12.12.31.csv;49.1148176860398
45;rec139_20140717_11.42.35.csv;50.6300423488321
49;rec148_20140724_12.16.39.csv;68.7514142729898
50;rec151_20140729_11.15.02.csv;67.0868560009254
51;rec151_20140729_11.20.12.csv;52.8613890577131
53;rec155_20140801_12.37.47.csv;67.3767172291362
54;rec157_20140801_13.21.17.csv;69.2965732837055
61;rec177_20140829_11.39.52.csv;71.3938481709766
62;rec302_20140224_11.12.49.csv;55.8582659281651
63;rec303_20140224_12.35.29.csv;94.2548443024922
64;rec303_20140224_12.40.39.csv;97.6908012865651
65;rec303_20140224_12.50.59.csv;107.908192840323
66;rec304_20140224_14.23.58.csv;83.9400921610042
67;rec304_20140224_15.56.58.csv;70.6208390574765
68;rec306_20140225_11.21.10.csv;70.0735987216144
69;rec306_20140225_11.26.20.csv;68.8041814312833
70;rec306_20140225_11.41.50.csv;74.0674599305794
71;rec306_20140225_11.52.10.csv;64.973795006439
73;rec308_20140226_09.54.14.csv;48.0078617711858
74;rec308_20140226_10.04.34.csv;65.6772679269108
75;rec310_20140226_12.03.24.csv;85.8791251881769
76;rec311_20140228_09.55.57.csv;45.1221584344494
77;rec311_20140228_10.52.47.csv;68.2282857235958
78;rec317_20140307_09.23.32.csv;65.0635106784903
79;rec317_20140307_09.44.12.csv;95.2734398919666
80;rec320_20140311_12.12.43.csv;76.6583138375814
81;rec320_20140311_12.17.53.csv;70.377375514941
82;rec324_20140423_09.27.20.csv;56.0823673528247
83;rec325_20140428_09.36.08.csv;85.9483384601626
85;rec504_20140227_14.33.40.csv;65.3326379187472
86;rec504_20140227_14.38.50.csv;77.2821862843068
87;rec507_20140228_13.33.20.csv;51.2819340636689
88;rec509_20140305_13.07.27.csv;95.9413403993071
89;rec509_20140305_13.48.47.csv;77.6834679006121
93;rec515_20140408_13.25.21.csv;94.5405177334222
94;rec515_20140408_13.30.31.csv;60.0035382380781
95;rec515_20140408_14.22.11.csv;89.0109927361458
96;rec518_20140410_12.16.41.csv;96.4953615953271
97;rec521_20140506_13.35.06.csv;56.2374463087347
98;rec521_20140506_14.42.16.csv;79.4360209873507
99;rec523_20140508_12.49.50.csv;94.685060386751
100;rec523_20140508_12.55.00.csv;108.342434463283
101;rec525_20140702_11.24.52.csv;54.4370919246434
